Rank;Name;Team;Match;WWCD;Elims;Placement;Total;Survival Time;Max elim range;In Damage;Heal;Headshot;Drive distance;Death;Damage;Assist;Air drop;Moving distance;Region ;Week;Day
36;4RivalsAppy;4Rivals;5;0;4;15;19;4672;0;1129;573;1;14613;5;906;2;0;25602;PMGC East;Weekday 2;1
37;4RivalsEypu1;4Rivals;5;0;4;15;19;5421;0;786;2266;1;21820;5;609;0;0;34149;PMGC East;Weekday 2;1
38;GDGIDSsatar;Genesis Dogma GIDS;3;0;5;13;18;3361;151;331;475;1;18569;3;838;2;0;23380;PMGC East;Weekday 2;1
39;RC・ReijiOcO;Reject;3;0;8;9;17;3312;0;379;351;3;9946;3;1256;3;0;16361;PMGC East;Weekday 2;1
40;4RivalsR1TH;4Rivals;5;0;2;15;17;5395;4;973;835;1;12170;5;670;2;0;22454;PMGC East;Weekday 2;1
41;GDGIDSniciL;Genesis Dogma GIDS;3;0;2;13;15;3050;7;735;478;0;14198;3;319;1;0;19561;PMGC East;Weekday 2;1
42;NVOrder;Nova Esports;5;0;2;12;14;4291;0;764;551;0;12079;5;322;1;1;23121;PMGC East;Weekday 2;1
43;NVKinggg;Nova Esports;5;0;2;12;14;5021;0;758;1104;0;17124;5;1037;5;0;28403;PMGC East;Weekday 2;1
44;GDGIDSBooms;Genesis Dogma GIDS;3;0;1;13;14;2307;94;723;210;0;11425;3;528;0;1;15604;PMGC East;Weekday 2;1
45;FaZe•Vintorez;FaZe Clan;3;0;5;9;14;3155;123;642;141;2;10935;3;684;1;0;16583;PMGC East;Weekday 2;1
46;R8TxSKTON;Rico Infinity Team;4;0;6;7;13;4219;49;776;242;0;15653;4;939;4;0;24201;PMGC East;Weekday 2;1
47;FaZe•TonyK;FaZe Clan;3;0;4;9;13;2995;62;524;132;0;10960;3;493;1;0;16757;PMGC East;Weekday 2;1
48;NVJimmyyyyy;Nova Esports;5;0;0;12;12;2591;0;928;0;0;13231;5;310;1;0;19188;PMGC East;Weekday 2;1
49;DWG_JUNI;Damwon Gaming;4;0;3;9;12;3987;0;659;102;0;11861;4;738;0;0;18242;PMGC East;Weekday 2;1
50;FaZe•MR5;FaZe Clan;3;0;3;9;12;3392;72;728;463;0;13196;3;675;2;0;19225;PMGC East;Weekday 2;1
51;BCS・Crtomato;BC Swell;3;0;1;10;11;2631;0;673;436;0;8013;3;350;0;0;12776;PMGC East;Weekday 2;1
52;BCS・JUSTHlS;BC Swell;3;0;1;10;11;2586;0;658;159;0;8910;3;323;0;0;12405;PMGC East;Weekday 2;1
53;DWG_Ssung;Damwon Gaming;4;0;2;9;11;3618;0;834;247;1;10706;4;511;1;0;17759;PMGC East;Weekday 2;1
54;RC・SaRa11;Reject;3;0;2;9;11;2817;0;585;124;0;12711;3;523;1;0;17639;PMGC East;Weekday 2;1
55;R8TxFhidan;Rico Infinity Team;4;0;4;7;11;4479;7;607;216;0;14619;4;641;0;0;24725;PMGC East;Weekday 2;1
56;FaZe۰BeeR11;FaZe Clan;3;0;2;9;11;2762;100;552;183;2;14023;3;868;4;0;18662;PMGC East;Weekday 2;1
57;BCS・Zussy;BC Swell;3;0;0;10;10;2950;0;316;315;0;13485;3;128;0;0;19410;PMGC East;Weekday 2;1
58;BCS・Skylar;BC Swell;3;0;0;10;10;2564;0;604;288;0;6848;3;0;0;0;10671;PMGC East;Weekday 2;1
59;DWG_FAVIAN;Damwon Gaming;4;0;1;9;10;3690;0;582;1194;0;10766;4;530;1;0;18643;PMGC East;Weekday 2;1
60;RC・Duelo;Reject;3;0;1;9;10;2456;0;576;155;0;6633;3;430;1;0;11371;PMGC East;Weekday 2;1
61;R8TxANAS;Rico Infinity Team;4;0;3;7;10;4238;31;647;68;1;15288;4;529;2;0;22767;PMGC East;Weekday 2;1
62;DWG_FOREST;Damwon Gaming;4;0;0;9;9;3382;0;696;45;0;13044;4;304;0;0;20172;PMGC East;Weekday 2;1
63;RC・Devine;Reject;3;0;0;9;9;3048;0;758;438;0;9075;3;405;4;0;14867;PMGC East;Weekday 2;1
64;ELCHAPO;Cryptics;4;0;6;3;9;4270;5;903;675;2;23570;4;935;1;1;30536;PMGC East;Weekday 2;1
65;DXRabiz;D'Xavier;4;0;3;5;8;4235;0;836;328;1;13904;4;221;0;0;23572;PMGC East;Weekday 2;1
66;LAZY;Cryptics;4;0;5;3;8;4145;122;1035;626;1;15543;4;1056;3;0;24939;PMGC East;Weekday 2;1
67;R8TxPRESTEGOH;Rico Infinity Team;4;0;1;7;8;4590;66;733;470;0;17194;4;893;3;0;27641;PMGC East;Weekday 2;1
68;DXFrankyyy007;D'Xavier;4;0;2;5;7;3931;0;695;399;0;15016;4;1014;2;0;23669;PMGC East;Weekday 2;1
69;DXLamborghini;D'Xavier;4;0;2;5;7;3487;0;847;259;0;17466;4;200;0;0;25101;PMGC East;Weekday 2;1
70;MARSHALL;Cryptics;4;0;4;3;7;4278;0;826;640;0;18555;4;1068;3;0;26797;PMGC East;Weekday 2;1
71;DEshifuSIRī;Deadeyes Guys;5;0;3;4;7;4887;0;924;226;0;18479;5;645;1;1;27681;PMGC East;Weekday 2;1
72;DETuruLoVeSiR;Deadeyes Guys;5;0;2;4;6;4787;0;501;348;0;16799;5;548;0;0;27042;PMGC East;Weekday 2;1
73;BTRXLuxxy;Bigetron RA;3;0;3;2;5;2942;0;648;367;1;8681;3;753;1;0;16005;PMGC East;Weekday 2;1
74;DEontopSIR;Deadeyes Guys;5;0;0;4;4;5220;0;681;182;0;25111;5;48;0;0;32422;PMGC East;Weekday 2;1
75;DEfragSÎR;Deadeyes Guys;5;0;0;4;4;4590;0;651;89;0;18009;5;286;2;0;27825;PMGC East;Weekday 2;1
76;DXTDuccc;D'Xavier;2;0;0;3;3;2432;0;324;106;0;9579;2;58;0;0;14922;PMGC East;Weekday 2;1
77;TJBManHan;Tong Jia Bao Esports;2;0;2;1;3;2017;11;498;220;0;4237;2;220;0;0;10211;PMGC East;Weekday 2;1
78;SENKU;Cryptics;4;0;0;3;3;3461;0;748;524;0;15566;4;128;2;0;22930;PMGC East;Weekday 2;1
79;BTRXRyzen;Bigetron RA;3;0;1;2;3;3346;0;290;663;0;7533;3;332;0;0;15910;PMGC East;Weekday 2;1
80;BTRXuHighBae;Bigetron RA;3;0;1;2;3;2236;0;670;87;0;11419;3;66;0;0;15673;PMGC East;Weekday 2;1
81;DXFerrariiii;D'Xavier;2;0;0;2;2;1678;0;504;199;0;4174;2;182;0;0;7670;PMGC East;Weekday 2;1
82;BTRXZuxxy;Bigetron RA;3;0;0;2;2;2659;0;668;342;0;7070;3;173;1;0;14774;PMGC East;Weekday 2;1
1;STE| Action2A;Stalwart Esports;5;2;27;53;80;6478;266;1266;919;6;9825;3;3486;4;0;24875;PMGC East;Weekday 2;2
2;STE| Top2A;Stalwart Esports;5;2;15;53;68;6749;250;1074;738;3;11025;3;2754;6;0;24698;PMGC East;Weekday 2;2
3;STE| Pika2A;Stalwart Esports;5;2;8;53;61;5218;0;873;1056;2;12214;4;1055;2;0;22535;PMGC East;Weekday 2;2
4;STE| Skryy2A;Stalwart Esports;5;2;7;53;60;5176;10;1124;448;2;9941;4;1965;10;1;20696;PMGC East;Weekday 2;2
5;DWG_FAVIAN;Damwon Gaming;4;1;5;43;48;5406;44;763;959;1;15639;3;970;1;0;25840;PMGC East;Weekday 2;2
6;DWG_JUNI;Damwon Gaming;4;1;5;43;48;4508;0;870;563;0;12620;3;1193;3;0;23045;PMGC East;Weekday 2;2
7;DWG_FOREST;Damwon Gaming;4;1;3;43;46;4682;0;677;394;0;18079;3;775;3;0;27240;PMGC East;Weekday 2;2
8;DWG_Ssung;Damwon Gaming;4;1;3;43;46;5232;31;686;407;0;14657;3;794;3;0;25336;PMGC East;Weekday 2;2
9;BTRXLuxxy;Bigetron RA;5;1;8;32;40;5799;27;1428;720;3;8526;4;1179;4;0;21351;PMGC East;Weekday 2;2
10;BTRXRyzen;Bigetron RA;5;1;7;32;39;6118;235;746;254;0;10460;4;1060;5;1;22289;PMGC East;Weekday 2;2
11;BTRXuHighBae;Bigetron RA;5;1;5;32;37;5188;0;1117;425;2;11885;4;1057;3;0;23939;PMGC East;Weekday 2;2
12;BTRXZuxxy;Bigetron RA;5;1;4;32;36;4807;22;912;211;1;5388;4;882;3;0;18810;PMGC East;Weekday 2;2
13;FaZe۰BeeR11;FaZe Clan;5;1;8;24;32;4231;4;810;548;1;15610;4;1395;6;0;23508;PMGC East;Weekday 2;2
14;FaZe•MR5;FaZe Clan;5;1;8;24;32;4241;83;955;422;4;16380;4;1240;4;0;22773;PMGC East;Weekday 2;2
15;FaZe•TonyK;FaZe Clan;5;1;7;24;31;3090;0;1456;751;1;13241;5;1668;7;0;18117;PMGC East;Weekday 2;2
16;GDGIDSsatar;Genesis Dogma GIDS;5;0;5;25;30;6147;138;540;3784;1;16089;5;770;1;0;28883;PMGC East;Weekday 2;2
17;GDGIDSBooms;Genesis Dogma GIDS;5;0;4;25;29;5391;142;935;539;0;13413;5;1025;1;0;25925;PMGC East;Weekday 2;2
18;GDGIDSniciL;Genesis Dogma GIDS;5;0;3;25;28;5425;66;540;447;0;18446;5;557;0;0;30893;PMGC East;Weekday 2;2
19;GDGIDSDayboT;Genesis Dogma GIDS;5;0;3;25;28;5270;30;631;392;0;13535;5;643;2;0;24109;PMGC East;Weekday 2;2
20;FaZe•Vintorez;FaZe Clan;5;1;1;24;25;4131;0;1217;513;0;15371;5;729;1;0;23662;PMGC East;Weekday 2;2
21;4RivalsPEMBURU;4Rivals;3;0;7;13;20;3357;131;545;396;1;8013;3;757;3;0;16289;PMGC East;Weekday 2;2
22;R8TxPRESTEGOH;Rico Infinity Team;4;0;2;18;20;4958;117;595;2141;0;16618;4;616;2;0;26916;PMGC East;Weekday 2;2
23;DEontopSIR;Deadeyes Guys;3;0;4;15;19;3659;144;439;747;2;6571;3;518;0;0;12772;PMGC East;Weekday 2;2
24;DEfragSÎR;Deadeyes Guys;3;0;4;15;19;3698;52;470;147;0;6454;3;514;0;1;12155;PMGC East;Weekday 2;2
25;R8TxANAS;Rico Infinity Team;4;0;1;18;19;4117;0;649;239;0;15425;4;520;1;0;23655;PMGC East;Weekday 2;2
26;R8TxFhidan;Rico Infinity Team;2;0;2;16;18;2334;0;297;152;0;10690;2;734;2;0;15047;PMGC East;Weekday 2;2
27;R8TxSKTON;Rico Infinity Team;4;0;0;18;18;3107;0;877;362;0;14708;4;357;0;0;21252;PMGC East;Weekday 2;2
28;MSC・PopZ007;MS Chonburi;3;0;3;15;18;3430;74;1052;737;0;13297;3;949;2;0;19436;PMGC East;Weekday 2;2
29;DEshifuSIRī;Deadeyes Guys;3;0;2;15;17;3666;320;646;189;0;4863;3;348;2;0;10431;PMGC East;Weekday 2;2
30;MSC・Jazperr;MS Chonburi;3;0;2;15;17;3533;31;449;2316;0;15028;3;181;0;0;21879;PMGC East;Weekday 2;2
31;MSC・PONDzai;MS Chonburi;3;0;1;15;16;2125;118;520;158;0;8796;3;396;0;0;13332;PMGC East;Weekday 2;2
32;DETuruLoVeSiR;Deadeyes Guys;3;0;0;15;15;2751;0;602;481;0;4647;3;151;2;0;8599;PMGC East;Weekday 2;2
33;MSC・Nc2;MS Chonburi;3;0;0;15;15;2816;0;640;273;0;12056;3;337;0;0;18106;PMGC East;Weekday 2;2
34;MARSHALL;Cryptics;4;0;3;12;15;3724;0;791;544;0;19575;4;426;0;0;27447;PMGC East;Weekday 2;2
35;NGX.LORD;Nigma Galaxy;3;0;3;12;15;2430;156;567;637;0;12936;3;279;1;0;18886;PMGC East;Weekday 2;2
36;4RivalsEypu1;4Rivals;3;0;1;13;14;2943;0;481;177;0;10603;3;293;2;0;18507;PMGC East;Weekday 2;2
37;4RivalsR1TH;4Rivals;3;0;1;13;14;3295;0;406;310;0;8491;3;168;2;0;15968;PMGC East;Weekday 2;2
38;TSiSHOTzMX;Team Secret;5;0;5;9;14;4685;0;905;308;0;16124;5;1010;2;0;28014;PMGC East;Weekday 2;2
39;LAZY;Cryptics;4;0;2;12;14;4716;0;416;777;1;17457;4;770;2;0;26711;PMGC East;Weekday 2;2
40;STEDaoShi;Six Two Eight;3;0;7;7;14;3353;182;1011;608;1;8580;3;910;0;0;16867;PMGC East;Weekday 2;2
41;4RivalsAppy;4Rivals;3;0;0;13;13;3369;0;378;1657;0;12398;3;192;1;0;19610;PMGC East;Weekday 2;2
42;ELCHAPO;Cryptics;4;0;1;12;13;3934;80;688;1619;0;12266;4;323;0;0;20285;PMGC East;Weekday 2;2
43;NGX.RAOUF;Nigma Galaxy;3;0;1;12;13;2561;0;391;2615;0;7996;3;198;0;0;14718;PMGC East;Weekday 2;2
44;DRSxGYALZEŃ;DRS Gaming;5;0;7;6;13;5111;194;1160;664;1;15627;5;1208;1;0;27069;PMGC East;Weekday 2;2
45;TSJumper01MX;Team Secret;5;0;3;9;12;4521;0;978;454;0;12959;5;743;2;0;25134;PMGC East;Weekday 2;2
46;TSFredo5MX;Team Secret;5;0;3;9;12;4401;0;1063;341;0;14452;5;889;2;1;26682;PMGC East;Weekday 2;2
47;DXLamborghini;D'Xavier;4;0;6;6;12;4530;131;853;675;0;13518;4;832;3;0;24802;PMGC East;Weekday 2;2
48;SENKU;Cryptics;4;0;0;12;12;4820;0;465;948;0;15717;4;436;2;0;24793;PMGC East;Weekday 2;2
49;NGX.FREAK;Nigma Galaxy;3;0;0;12;12;1797;0;517;371;0;7425;3;421;0;0;12017;PMGC East;Weekday 2;2
50;NGX.HAMODY;Nigma Galaxy;3;0;0;12;12;2547;0;540;688;0;10775;3;143;1;0;18117;PMGC East;Weekday 2;2
51;TJBbamboo;Tong Jia Bao Esports;3;0;2;9;11;1548;77;635;103;0;26;3;511;1;0;5171;PMGC East;Weekday 2;2
52;TJBLon9z;Tong Jia Bao Esports;3;0;2;9;11;1652;112;464;96;1;2792;3;460;1;0;7613;PMGC East;Weekday 2;2
53;DXRabiz;D'Xavier;4;0;5;6;11;3375;162;571;68;1;11056;4;1046;2;0;19114;PMGC East;Weekday 2;2
54;RC・SaRa11;Reject;5;0;6;5;11;4968;0;749;231;1;18526;5;1170;4;2;27175;PMGC East;Weekday 2;2
55;DRSxMAFIANINJA;DRS Gaming;5;0;4;6;10;4999;0;574;210;0;22998;5;796;4;0;33899;PMGC East;Weekday 2;2
56;DRSxNIMÀ;DRS Gaming;5;0;4;6;10;4749;0;936;338;0;18545;5;1089;2;0;28968;PMGC East;Weekday 2;2
57;STESuNAN;Six Two Eight;3;0;3;7;10;3215;63;485;197;0;12300;3;435;0;0;18454;PMGC East;Weekday 2;2
58;TJBHsir;Tong Jia Bao Esports;3;0;0;9;9;1570;0;508;114;0;503;3;127;1;0;6448;PMGC East;Weekday 2;2
59;TJBattacker;Tong Jia Bao Esports;3;0;0;9;9;2514;0;208;2225;0;4678;3;160;0;0;13052;PMGC East;Weekday 2;2
60;TSY2KMX;Team Secret;2;0;2;7;9;2292;6;523;381;0;8043;2;322;0;0;13993;PMGC East;Weekday 2;2
61;DXFrankyyy007;D'Xavier;4;0;3;6;9;4670;0;468;1855;0;9243;4;538;4;1;19339;PMGC East;Weekday 2;2
62;RC・ReijiOcO;Reject;5;0;4;5;9;4840;0;767;137;1;13800;5;1070;2;0;23066;PMGC East;Weekday 2;2
63;STEYuYang;Six Two Eight;3;0;2;7;9;3388;192;723;490;1;7400;3;820;4;0;14679;PMGC East;Weekday 2;2
64;DXTDuccc;D'Xavier;4;0;2;6;8;4021;62;813;222;0;14523;4;362;0;0;24513;PMGC East;Weekday 2;2
65;RC・Devine;Reject;5;0;3;5;8;5173;0;1010;305;1;15869;5;592;0;0;23894;PMGC East;Weekday 2;2
66;STE33z;Six Two Eight;3;0;1;7;8;2572;0;711;179;0;7559;3;698;1;0;13200;PMGC East;Weekday 2;2
67;RC・Duelo;Reject;5;0;2;5;7;5192;0;775;306;0;18427;5;767;2;0;26978;PMGC East;Weekday 2;2
68;INFINLogan;The Infinity;3;0;5;2;7;1832;0;506;433;1;7165;3;934;1;0;11686;PMGC East;Weekday 2;2
69;DRSxMrBORÔ;DRS Gaming;4;0;0;6;6;3851;0;541;258;0;19538;4;203;3;0;26827;PMGC East;Weekday 2;2
70;BCS・JUSTHlS;BC Swell;5;0;3;2;5;5021;0;1226;472;0;10422;5;735;0;1;18936;PMGC East;Weekday 2;2
71;NVJimmyyyyy;Nova Esports;3;0;3;2;5;3122;0;713;338;0;14215;3;567;1;0;19063;PMGC East;Weekday 2;2
72;INFINMELA;The Infinity;3;0;3;2;5;1994;33;545;92;0;1502;3;714;0;0;6623;PMGC East;Weekday 2;2
73;BCS・Zussy;BC Swell;5;0;2;2;4;4310;8;1340;619;0;11605;5;854;3;0;20516;PMGC East;Weekday 2;2
74;BCS・Crtomato;BC Swell;5;0;2;2;4;5033;0;960;575;0;8608;5;666;0;0;17995;PMGC East;Weekday 2;2
75;NVParaboyyy6;Nova Esports;3;0;2;2;4;3204;132;660;432;1;5762;3;798;4;0;12034;PMGC East;Weekday 2;2
76;INFINgodTunny;The Infinity;3;0;2;2;4;2123;0;746;495;1;11608;3;690;1;0;15846;PMGC East;Weekday 2;2
77;R8TxYwz3;Rico Infinity Team;2;0;1;2;3;2238;0;237;112;0;5037;2;112;0;0;10590;PMGC East;Weekday 2;2
78;BCS・Skylar;BC Swell;5;0;1;2;3;5167;0;891;427;0;9798;5;600;5;0;17521;PMGC East;Weekday 2;2
79;NVOrder;Nova Esports;3;0;1;2;3;2530;8;429;1;0;2428;3;411;1;0;10295;PMGC East;Weekday 2;2
80;INFINNEAR;The Infinity;3;0;1;2;3;2657;0;710;370;0;6141;3;407;1;0;12918;PMGC East;Weekday 2;2
81;TSKiD5MX;Team Secret;3;0;1;2;3;2454;0;671;200;0;7592;3;342;1;1;13638;PMGC East;Weekday 2;2
82;NVKinggg;Nova Esports;3;0;0;2;2;1655;0;555;54;0;4034;3;100;0;0;7705;PMGC East;Weekday 2;2
83;DRSxĀJū;DRS Gaming;1;0;0;0;0;982;0;257;83;0;296;1;34;0;0;2850;PMGC East;Weekday 2;2
1;FaZe•TonyK;FaZe Clan;3;1;12;39;51;4333;185;1040;769;1;15178;2;2307;5;0;23974;PMGC East;Weekday 3;1
2;GDGIDSsatar;Genesis Dogma GIDS;3;2;12;38;50;3862;291;695;600;1;19292;1;1602;1;1;25847;PMGC East;Weekday 3;1
3;FaZe•Korpaiix;FaZe Clan;3;1;8;39;47;4439;99;888;631;2;14501;2;1818;4;1;21983;PMGC East;Weekday 3;1
4;GDGIDSBooms;Genesis Dogma GIDS;3;2;8;38;46;4075;0;600;692;0;16034;2;1512;2;0;24421;PMGC East;Weekday 3;1
5;FaZe•MR5;FaZe Clan;3;1;6;39;45;4336;130;780;477;0;15565;2;1116;5;0;21883;PMGC East;Weekday 3;1
6;FaZe•Vintorez;FaZe Clan;3;1;5;39;44;3685;0;681;400;0;12683;2;1338;8;0;20247;PMGC East;Weekday 3;1
7;GDGIDSDayboT;Genesis Dogma GIDS;3;2;5;38;43;3882;215;712;586;2;13516;1;1204;4;1;19479;PMGC East;Weekday 3;1
8;GDGIDSniciL;Genesis Dogma GIDS;3;2;2;38;40;4418;0;754;489;0;20240;2;804;4;1;27467;PMGC East;Weekday 3;1
9;NGX.FREAK;Nigma Galaxy;5;0;11;29;40;6438;303;1005;509;0;14189;5;2354;2;0;26850;PMGC East;Weekday 3;1
10;DXLamborghini;D'Xavier;4;0;10;28;38;5954;238;719;575;1;25019;4;1500;1;0;35422;PMGC East;Weekday 3;1
11;NGX.LORD;Nigma Galaxy;5;0;7;29;36;6704;156;1516;786;0;16659;5;2361;7;0;30590;PMGC East;Weekday 3;1
12;NGX.HAMODY;Nigma Galaxy;5;0;7;29;36;6727;36;1649;935;2;15568;5;1795;2;1;28186;PMGC East;Weekday 3;1
13;DXFrankyyy007;D'Xavier;4;0;3;28;31;5644;41;1115;1139;1;22836;4;1301;1;0;32438;PMGC East;Weekday 3;1
14;NGX.RAOUF;Nigma Galaxy;5;0;2;29;31;5441;0;1346;571;0;12398;5;386;0;0;23879;PMGC East;Weekday 3;1
15;DXTDuccc;D'Xavier;4;0;2;28;30;3951;0;932;326;0;19113;4;381;0;0;25315;PMGC East;Weekday 3;1
16;NVParaboyyy6;Nova Esports;5;0;9;20;29;6502;190;869;642;0;30325;5;1802;3;1;41283;PMGC East;Weekday 3;1
17;DXRabiz;D'Xavier;4;0;1;28;29;4095;0;1014;752;0;20721;4;619;4;0;27841;PMGC East;Weekday 3;1
18;MARSHALL;Cryptics;4;1;9;19;28;5297;311;829;983;2;32701;3;1070;3;0;41476;PMGC East;Weekday 3;1
19;NVOrder;Nova Esports;5;0;8;20;28;5816;94;1012;756;2;28392;5;1272;1;2;38555;PMGC East;Weekday 3;1
20;LAZY;Cryptics;4;1;7;19;26;5023;47;968;958;0;30035;3;1404;5;0;39167;PMGC East;Weekday 3;1
21;INFINnOOzy;The Infinity;5;0;11;15;26;5706;33;1708;1138;1;35241;5;2833;6;0;44825;PMGC East;Weekday 3;1
22;INFINMELA;The Infinity;5;0;10;15;25;5228;99;1232;544;2;32727;5;1875;7;0;41871;PMGC East;Weekday 3;1
23;ELCHAPO;Cryptics;4;1;5;19;24;4633;152;812;656;1;27132;3;870;2;0;33533;PMGC East;Weekday 3;1
24;INFINgodTunny;The Infinity;5;0;9;15;24;5955;0;1408;674;4;32171;5;1654;7;0;43438;PMGC East;Weekday 3;1
25;NVJimmyyyyy;Nova Esports;5;0;2;20;22;5812;0;1229;568;0;33949;5;461;2;0;43592;PMGC East;Weekday 3;1
26;RC・ReijiOcO;Reject;3;1;6;16;22;3251;125;513;317;2;19289;2;987;2;0;25217;PMGC East;Weekday 3;1
27;SENKU;Cryptics;4;1;2;19;21;4634;125;653;615;0;30989;3;788;3;0;37683;PMGC East;Weekday 3;1
28;NVKinggg;Nova Esports;5;0;1;20;21;5678;0;1237;528;0;28858;5;610;3;0;38800;PMGC East;Weekday 3;1
29;4RivalsR1TH;4Rivals;5;0;4;16;20;5124;0;962;210;0;18617;5;985;1;0;27259;PMGC East;Weekday 3;1
30;RC・Devine;Reject;3;1;4;16;20;2928;2;504;209;2;18647;2;652;3;1;23884;PMGC East;Weekday 3;1
31;DWG_Ssung;Damwon Gaming;4;0;5;14;19;4377;0;518;353;1;15620;4;662;3;0;22399;PMGC East;Weekday 3;1
32;4RivalsPEMBURU;4Rivals;5;0;3;16;19;5654;17;658;562;0;21680;5;998;4;0;31836;PMGC East;Weekday 3;1
33;DWG_JUNI;Damwon Gaming;4;0;4;14;18;4753;0;728;945;0;23311;4;957;3;0;31251;PMGC East;Weekday 3;1
34;DWG_FOREST;Damwon Gaming;4;0;4;14;18;4760;0;949;692;0;24635;4;687;2;0;32024;PMGC East;Weekday 3;1
35;4RivalsAppy;4Rivals;5;0;2;16;18;5499;0;1241;596;0;25193;5;499;1;0;34497;PMGC East;Weekday 3;1
36;INFINLogan;The Infinity;5;0;3;15;18;5893;0;1412;732;0;27267;5;1014;6;0;39386;PMGC East;Weekday 3;1
37;MSC・Jazperr;MS Chonburi;5;0;2;16;18;5872;0;1223;773;2;42583;5;550;1;1;50601;PMGC East;Weekday 3;1
38;MSC・PONDzai;MS Chonburi;5;0;2;16;18;5513;29;1440;801;0;40230;5;1000;1;0;48822;PMGC East;Weekday 3;1
39;RC・SaRa11;Reject;3;1;2;16;18;2426;38;644;300;0;18006;3;650;1;0;21749;PMGC East;Weekday 3;1
40;DWG_FAVIAN;Damwon Gaming;4;0;3;14;17;4207;0;808;235;0;12147;4;864;4;0;19282;PMGC East;Weekday 3;1
41;4RivalsEypu1;4Rivals;5;0;1;16;17;3763;0;1051;154;1;17351;5;418;0;0;25214;PMGC East;Weekday 3;1
42;MSC・Nc2;MS Chonburi;5;0;1;16;17;6158;0;1145;739;0;38817;5;850;3;0;46745;PMGC East;Weekday 3;1
43;DETuruLoVeSiR;Deadeyes Guys;5;0;8;8;16;6048;44;1205;821;2;18698;5;1510;3;0;28829;PMGC East;Weekday 3;1
44;MSC・PopZ007;MS Chonburi;5;0;0;16;16;5755;0;1625;992;0;38913;5;481;0;0;47366;PMGC East;Weekday 3;1
45;RC・Duelo;Reject;3;1;0;16;16;2321;0;472;198;0;20375;3;356;1;0;23249;PMGC East;Weekday 3;1
46;DEfragSÎR;Deadeyes Guys;5;0;7;8;15;5956;103;1396;742;0;19353;5;1250;5;0;29199;PMGC East;Weekday 3;1
47;STESuNAN;Six Two Eight;5;0;5;10;15;6314;83;1196;819;2;26202;5;2402;8;0;36307;PMGC East;Weekday 3;1
48;R8TxPRESTEGOH;Rico Infinity Team;4;0;2;12;14;4906;143;852;316;0;23792;4;716;0;0;31505;PMGC East;Weekday 3;1
49;R8TxFhidan;Rico Infinity Team;4;0;2;12;14;4466;5;691;269;1;23899;4;943;1;1;31934;PMGC East;Weekday 3;1
50;BTRXZuxxy;Bigetron RA;3;0;3;11;14;3537;0;597;186;0;15082;3;639;2;0;22097;PMGC East;Weekday 3;1
51;BTRXRyzen;Bigetron RA;3;0;3;11;14;3475;0;788;370;0;14913;3;559;1;0;20291;PMGC East;Weekday 3;1
52;R8TxANAS;Rico Infinity Team;4;0;1;12;13;3540;0;746;154;0;17570;4;295;0;0;24953;PMGC East;Weekday 3;1
53;STEDaoShi;Six Two Eight;5;0;3;10;13;5339;0;1043;913;0;29192;5;840;2;0;39735;PMGC East;Weekday 3;1
54;R8TxSKTON;Rico Infinity Team;4;0;0;12;12;4069;0;548;248;0;19892;4;167;0;0;28677;PMGC East;Weekday 3;1
55;STE33z;Six Two Eight;5;0;2;10;12;5352;307;1160;439;0;21736;5;943;2;0;31844;PMGC East;Weekday 3;1
56;BCS・JUSTHlS;BC Swell;3;0;3;8;11;3872;122;584;287;0;20748;3;602;1;0;27373;PMGC East;Weekday 3;1
57;STEYuYang;Six Two Eight;5;0;1;10;11;5466;0;1272;562;0;31309;5;416;0;0;40911;PMGC East;Weekday 3;1
58;BTRXLuxxy;Bigetron RA;3;0;0;11;11;3587;0;963;540;0;13840;3;467;1;0;20865;PMGC East;Weekday 3;1
59;BTRXuHighBae;Bigetron RA;3;0;0;11;11;2749;0;646;117;0;14275;3;372;1;0;20115;PMGC East;Weekday 3;1
60;STE| Action2A;Stalwart Esports;3;0;4;6;10;3767;189;1122;869;1;21577;3;934;4;0;28381;PMGC East;Weekday 3;1
61;BCS・Zussy;BC Swell;3;0;1;8;9;3914;0;617;406;0;22239;3;338;2;0;29165;PMGC East;Weekday 3;1
62;BCS・Skylar;BC Swell;3;0;1;8;9;4065;8;640;576;0;22275;3;386;2;0;29175;PMGC East;Weekday 3;1
63;STE| Pika2A;Stalwart Esports;3;0;3;6;9;3816;118;944;648;1;20488;3;423;1;0;27058;PMGC East;Weekday 3;1
64;TJBHsir;Tong Jia Bao Esports;5;0;6;3;9;5620;0;784;355;1;35584;5;1240;6;0;43807;PMGC East;Weekday 3;1
65;DEshifuSIRī;Deadeyes Guys;5;0;0;8;8;5430;0;1240;287;0;17555;5;1093;3;0;26273;PMGC East;Weekday 3;1
66;DEontopSIR;Deadeyes Guys;5;0;0;8;8;5486;0;1078;324;0;22620;5;652;1;0;32616;PMGC East;Weekday 3;1
67;BCS・Crtomato;BC Swell;3;0;0;8;8;3219;0;649;316;0;23616;3;106;0;0;28990;PMGC East;Weekday 3;1
68;STE| Skryy2A;Stalwart Esports;3;0;2;6;8;3834;275;552;462;1;19579;3;541;2;0;27191;PMGC East;Weekday 3;1
69;STE| Top2A;Stalwart Esports;3;0;1;6;7;3489;140;692;413;1;22100;3;423;4;0;28092;PMGC East;Weekday 3;1
